	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
7281	Kandeo	Avis Peru	Latin America	South America	Peru	PER	PE	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Automobiles	Automobiles	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		12-Sep	2012	0.0	
7282	Quaestus Private Equity	Textile Factory Trgovisce	CEE & CIS	Central & Eastern Europe (CEE)	Croatia	HRV	HR	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Growth		12-Sep	2012	0.0	
7283	MAS Equity Partners	Grupo Conboca	Latin America	South America	Colombia	COL	CO	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		12-Sep	2012	0.0	
7284	MAS Equity Partners	TGT Gamas	Latin America	South America	Colombia	COL	CO	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth		12-Sep	2012	0.0	
7285	ALLVP (Venture Partners Mexico)	Aventones	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	0.4	12-Sep	2012	0.0	
7286	Patria Investimentos	Companhia Brasileira de Offshore (CBO)	Latin America	South America	Brazil	BRA	BR	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Oil Equipment & Services	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth	180	12-Sep	2012	0.0	
7287	Infinity Group, New Access Capital	Baozun	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	42	12-Sep	2012	0.0	
7288	Point Nine Capital	Brainly	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	12-Sep	2012	1.0	
7289	The Carlyle Group	Penti	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Growth		12-Sep	2012	0.0	
7290	TA Associates	SpeedCast	Asia	East Asia	China	CHN	CN	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Buyout	32	12-Sep	2012	0.0	
7291	Navis Capital Partners	BIG Cinemas	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout		12-Sep	2012	0.0	
7292	Norwest Venture Partners (NVP), Sequoia Capital	Capillary Technologies	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	16	12-Sep	2012	0.0	
7293	Actis	Bellagio	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		12-Sep	2012	0.0	
7294	Navis Capital Partners	OPV Pharmaceutical	Asia	Southeast Asia	Vietnam	VNM	VN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		12-Sep	2012	0.0	
7295	Northstar Group	Triputra Agro Persada	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	200	12-Sep	2012	0.0	
7296	NewMargin Ventures	Adam & Eve	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	47	12-Sep	2012	0.0	
7297	Jungle Ventures	Travelmob	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	1	12-Sep	2012	0.0	
7298	Mount Kellett Capital Management	Jain Irrigation Systems	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	PIPE	63	12-Sep	2012	0.0	51.43630579
7299	Nexus Venture Partners	Datagres Technologies	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	2	12-Sep	2012	0.0	
7300	BlueRun Ventures	Shanghai Didatour International Travel Service (Bingdian.com)	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		12-Sep	2012	0.0	
7301	Norwest Venture Partners (NVP)	Thyrocare Technologies	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	22	12-Sep	2012	1.0	68.43373811
7302	Ventureast	DesiCrew	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	12-Sep	2012	0.0	
7303	Boyu Capital, CITIC Capital Partners, DST Global, Silver Lake	Alibaba Group	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	598	12-Sep	2012	0.0	1143.5
7304	XSML	Promed	Sub-Saharan Africa	Central Africa	Democratic Republic of the Congo	COD	CD	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		12-Sep	2012	1.0	
7305	Bright Stone Investment Management	Changzhou Construction Research Institute	Asia	East Asia	China	CHN	CN	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth	3	12-Sep	2012	0.0	
7306	Bright Stone Investment Management	Heng Yang Cattle Industry	Asia	East Asia	China	CHN	CN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	8	12-Sep	2012	1.0	
7307	Olympus Capital Asia, FountainVest Partners, Morgan Stanley Infrastructure (MSI)	Zhaoheng Hydropower	Asia	East Asia	China	CHN	CN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	150	12-Sep	2012	1.0	
7308	RRJ Capital	Triplex International Biosciences	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth	50	12-Sep	2012	0.0	
7309	Tiantu Xingye Venture Capital (Tiantu Capital)	Sunshine Kitchen	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	10	12-Sep	2012	0.0	
7310	Almaz Capital Partners	Pruffi.ru	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	12-Sep	2012	0.0	
7311	Foursan Group	Jordan Dubai Islamic Bank	MENA	Middle East	Jordan	JOR	JO	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE		12-Sep	2012	0.0	
7312	Shenzhen Junsheng Capital (Junsan)	Chengdu RML Technology (RML)	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Computer Hardware	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	4	12-Sep	2012	0.0	
7313	IDG Capital Partners (IDGVC), Zero2IPO Ventures	Fclub.cn	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	30	12-Sep	2012	0.0	
7314	Sadara Ventures	Yamsafer	MENA	Middle East	Palestinian Territory	WB		Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	1	12-Sep	2012	0.0	
7315	Actis	Vesta Catering Equipment	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		12-Sep	2012	0.0	
7316	Norwest Venture Partners (NVP)	Appnomic Systems	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	12-Sep	2012	0.0	
7317	Norwest Venture Partners (NVP)	NationWide Primary Healthcare Services	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	5	12-Sep	2012	0.0	
7318	Kaizen Private Equity	Altus Learning	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	12-Sep	2012	1.0	
7319	The Carlyle Group, Multiples Alternate Asset Management	South Indian Bank	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	40	12-Sep	2012	0.0	31.02314784
7320	CLSA Capital Partners	Earth Water Group	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Growth	15	12-Sep	2012	1.0	
7321	Kalaari Capital	Vyome Biosciences	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	12-Sep	2012	0.0	
7322	Avigo Capital Partners	SRL Diagnostics	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	PIPE	4	12-Sep	2012	0.0	16.00495516
7323	IDFC Alternatives	Parag Milk Foods	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	16	12-Sep	2012	0.0	57.84958512
7324	BPE Partners	Shams Industrial (Hisense Egypt)	MENA	North Africa	Egypt	EGY	EG	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		12-Sep	2012	1.0	
7325	LeapFrog Investments	Mahindra Insurance Brokers (MIBL)	Asia	South Asia	India	IND	IN	Financials	Insurance	Nonlife Insurance	Insurance Brokers	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	15	12-Sep	2012	1.0	
7326	Investcorp	Automak Automotive Co.	MENA	Middle East	Kuwait	KWT	KW	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		12-Sep	2012	0.0	
7327	BPE Partners	Bio Pharma Egypt	MENA	North Africa	Egypt	EGY	EG	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	2	12-Sep	2012	1.0	
7328	EMX Capital	AG Convertidora	Latin America	Central America	Mexico	MEX	MX	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		12-Sep	2012	0.0	
7329	BTG Pactual	Leader Participacoes	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout	78	12-Sep	2012	0.0	
7330	FIR Capital Partners	ClicBusiness Software	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	12-Sep	2012	0.0	
7331	New Access Capital	Daoxila.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	10	12-Sep	2012	0.0	
7332	Hony Capital	ChinaSoft International	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	PIPE	15	12-Sep	2012	0.0	170.3404404
7333	H.I.G. Capital	Cel Lep	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		12-Sep	2012	0.0	
7334	Redpoint eVentures	Minuto Seguros	Latin America	South America	Brazil	BRA	BR	Financials	Insurance	Nonlife Insurance	Insurance Brokers	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		12-Sep	2012	0.0	
7335	NewMargin Ventures	AiLu	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	47	12-Sep	2012	0.0	
7336	IFC Asset Management Company (AMC)	Banque Centrale Populaire (BCP)	MENA	North Africa	Morocco	MAR	MA	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	150	12-Sep	2012	1.0	
7337	Rabo Equity Advisors	Prabhat Dairy	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	19	12-Sep	2012	1.0	5.698205289
7338	Pearl Capital Partners (PCP)	Highland Seed Growers	Sub-Saharan Africa	East Africa	Tanzania	TZA	TZ	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	1	12-Sep	2012	0.0	
